item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
123462,SE-SIFIKILE CONSTRUCTION & PROJECTS,SERVICE,GRN,1,1.0,1.0,,
126615,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,SUPPLY,GRN,1,1.0,1.0,,
123462,TSEKGO PROJECTS CONSTRUCTION CC,SERVICE,GRN,1,1.0,1.0,,
123462,VANANA (PTY) LTD,SERVICE,GRN,1,1.0,1.0,,
124490,DITHEJ TRADING PTY LTD,ROOF SEALING,GRN,1,1.0,1.0,,
124607,MACHWISA AND SONS BUSINESS PROJECT (PTY) LTD,TRANSPORT,GRN,1,1.0,1.0,,
124607,PAKANG TRADING (PTY) LTD,TRANSPORT,GRN,1,1.0,1.0,,
124607,PHAKAMANI TRADER,TRANSPORT,GRN,1,1.0,1.0,,
125001,DRAWING & OFFICE EQUIPMENT,BOOKS,GRN,1,1.0,1.0,,
125460,MOTSWA-IKE ENTERPRISE (PTY) LTD,COLLAPSIBLE,GRN,1,1.0,1.0,,
181317,GOVERNMENT PRINTING WORKS - PRETORIA,resolve,GRN,1,4.0,4.0,,
181738,KLERKSDORP RECORD,PROMOTIONAL MATERIAL BAGS,GRN,1,1.0,1.0,,
242594,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,COUPLINGS JOHNSON 225 MM,GRN,1,10.0,10.0,,
215023,KGOSIETSILE PROJECTS (PTY) LTD,CONNECTORS P211 10-25MM,GRN,1,1500.0,1500.0,,
215082,KGOSIETSILE PROJECTS (PTY) LTD,STRAIN ASSEMBLY EAS 54-10 L.V.,GRN,1,300.0,300.0,,
215082,MEC 23 SEEKING GLOBAL SOLUTIONS,STRAIN ASSEMBLY EAS 54-10 L.V.,GRN,1,2000.0,2000.0,,
215104,SIBONGILE MASHIYA (PTY) LTD,INSULATION PIERCING CONNECTORS,GRN,1,2000.0,2000.0,,
215108,LEANOLELEAGO,cab 100,GRN,1,500.0,500.0,,
215112,BODIRELWA (PTY) LTD,DEAD ENDS FOR ROUND CABLE,GRN,1,1500.0,1500.0,,
215114,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,lv stay m12x1.5,GRN,1,300.0,300.0,,
215206,ULTRA SOLUTIONS,system,GRN,1,1.0,1.0,,
215231,BOLEKANO BUILDING CONTRACTORS,hire,GRN,1,1.0,1.0,,
215231,M EBERSOHN TRUCK AND DIESEL CC               L,hire,GRN,1,30.0,30.0,,
215231,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,hire,GRN,1,40.0,40.0,,
215231,RAUCO TRADING CC,hire,GRN,1,1.0,1.0,,
215231,VARIEGATED PTY LTD,hire,GRN,1,1.0,1.0,,
215259,KLERKSDORP RECORD,NOTICE 109 LENTSWE,GRN,1,1.0,1.0,,
215948,ADENDORFF MACHINERY MART (PTY)LTD,LEVER,GRN,1,7.0,7.0,,
215975,BATTERY CENTRE,REPLACE BATTERY (FFH 731 NW) N,GRN,1,1.0,1.0,,
216000,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT 3L AMR MK VB-LED,GRN,1,24.0,24.0,,
216001,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT 4L AMR MK VB -LED,GRN,1,12.0,12.0,,
216002,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT 3L AMR MK VB- LED,GRN,1,12.0,12.0,,
216003,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT RED LED MODULE,GRN,1,15.0,15.0,,
215023,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,CONNECTORS P211 10-25MM,GRN,1,1500.0,1500.0,,
215023,GLANLICIOUS TRADING ENTERPRISE,CONNECTORS P211 10-25MM,GRN,1,2000.0,2000.0,,
214418,TSIKAKU HOLDINGS,CABLE 4 X 16 COPPER PVC L.T.,GRN,1,1500.0,1500.0,,
215015,SIBONGILE MASHIYA (PTY) LTD,CONNECTORS P21F 16-35MM,GRN,1,1500.0,1500.0,,
214493,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CABLE 4 X 150 ALUM. PVC,GRN,1,300.0,300.0,,
214574,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CABLE 4 X 150- 660V PVC,GRN,1,1200.0,1200.0,,
214574,MRATOS 4664 CONSTRUCTION AND PROJECTS (PTY) LTD,CABLE 4 X 150- 660V PVC,GRN,1,300.0,300.0,,
214582,MRATOS 4664 CONSTRUCTION AND PROJECTS (PTY) LTD,CABLE 4 X 120 - 660V PVC,GRN,1,300.0,300.0,,
214639,N T K MINING SUPPLIERS,CABLE 10MM CONSENTRIC,GRN,1,5500.0,5500.0,,
214639,REABETSWE BOPHELO TRADING ENTERPRISE,CABLE 10MM CONSENTRIC,GRN,1,5000.0,5000.0,,
214669,BOKGABANE AFRICA PROJECTS,MAINTENANCE,GRN,1,34.0,34.0,,
214669,GREENFORD ENGINEERING CONSTRUCTION,MAINTENANCE,GRN,1,1.0,1.0,,
214669,MK PROJECTS (PTY) PTY,MAINTENANCE,GRN,1,800.0,800.0,,
214669,OTIS (PTY) LTD,MAINTENANCE,GRN,1,1.0,1.0,,
214669,PRO WELDING,MAINTENANCE,GRN,1,4.0,4.0,,
214669,SUCCESS MEDIA GROUP,MAINTENANCE,GRN,1,1.0,1.0,,
214708,BATHO BAGAGWE IT CC,M 15MM POLY,GRN,1,1.0,1.0,,
214817,BOKANG KATLEGO TRADING AND PROJECTS,CABLE ABC 3X35 1X25 CONDUCT,GRN,1,4000.0,4000.0,,
214825,BOKANG KATLEGO TRADING AND PROJECTS,CABLE ABC_3X35-54.6INSUL/N1X25,GRN,1,1000.0,1000.0,,
214833,BOKANG KATLEGO TRADING AND PROJECTS,CABLE ABC_3X70 54.6 CONDUCTER,GRN,1,4000.0,4000.0,,
214841,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CABLE ABC_3X120 70 CONDUCTER,GRN,1,1000.0,1000.0,,
214981,KGOSIETSILE PROJECTS (PTY) LTD,PIERCING CONNEC PC3WP2F,GRN,1,2000.0,2000.0,,
215015,GLANLICIOUS TRADING ENTERPRISE,CONNECTORS P21F 16-35MM,GRN,1,2000.0,2000.0,,
216004,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT AMBER LED MODULE,GRN,1,10.0,10.0,,
216005,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT GREEN LED MODULE,GRN,1,18.0,18.0,,
216006,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT ARROW MODULE RIGHT,GRN,1,12.0,12.0,,
216007,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT GREEN ARROW MODULE,GRN,1,12.0,12.0,,
217277,YEYE TRADING ENTERPRISE,PADLOCK H/S BRASS,GRN,1,60.0,60.0,,
217629,MNB CHARTERED ACCOUNTANTS,REQUEST,GRN,1,1.0,1.0,,
217852,TRUVELO MANUFACTURERS (PTY) LTD,CALIBRATION,GRN,1,1.0,1.0,,
217994,WALTONS (PTY) LTD,LAMINATING A4 POUCHES 100 P/PA,GRN,1,1.0,1.0,,
218394,BOITSHEPO CONSORTIUM,HIRING OF HONEYSUCKER TRUCK,GRN,1,1.0,1.0,,
218394,KHUWAIT GROUP OF COMPANIES,HIRING OF HONEYSUCKER TRUCK,GRN,1,8.0,8.0,,
218394,THANDANAZI PROJECTS,HIRING OF HONEYSUCKER TRUCK,GRN,1,160.0,160.0,,
218870,REIMAGINE TRADING ENTERPRISE,RENTAL OF CRANE & REMOVAL OF R,GRN,1,13.0,13.0,,
218961,WORLD TELECOM AND DATA,LABELS,GRN,1,20.0,20.0,,
218963,SUNDAY KIT UNIFORM SUPPLIES CC,T-SHIRTS,GRN,1,148.0,148.0,,
219614,DULUX PAINT & PAPER,roadmarking paint,GRN,1,10.0,10.0,,
220165,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,FRONTLINE RULER,GRN,1,2000.0,2000.0,,
220255,MZWANTZI TRADING ENTERPRISE,PILOT FINELINER BLACK ORDER CO,GRN,1,10.0,10.0,,
220293,AGAH MARKETING AND PROJECTS,HP ELITEBOOK 2760 TABLET INTEL,GRN,1,1.0,1.0,,
220546,KETHUTHULA HOLDINGS (PTY) LTD,CONCRETE POLES,GRN,1,83.0,83.0,,
220746,BODIRELWA (PTY) LTD,RADIO CHARGERS F15,GRN,1,4.0,4.0,,
220910,@ OFFICE WORLD,TABLE,GRN,1,1.0,1.0,,
221124,MOCHELO TRADING ENTERPRISE (PTY) LTD,BURST PIPE,GRN,1,1.0,1.0,,
221401,TSEKGO PROJECTS CONSTRUCTION CC,install 310m pvc cable,GRN,1,2.0,2.0,,
216999,RAYPOWER TRADING PTY LTD,drawing pins,GRN,1,1000.0,1000.0,,
216818,STAR FM,ADVERT,GRN,1,1.0,1.0,,
216818,NTSAE MEDIA,ADVERT,GRN,1,1.0,1.0,,
216095,KLERKSDORP RECORD,NOTICE 133/2014 REPLACE NOTICE,GRN,1,1.0,1.0,,
216009,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT STANDART POLY VISSOR,GRN,1,67.0,67.0,,
216010,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT2AM FAST BLOW CERAMIC,GRN,1,100.0,100.0,,
216011,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT TYPE U A TRIAC DAUGH,GRN,1,10.0,10.0,,
216012,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT 6AMP DOUBLE POLE C/B,GRN,1,5.0,5.0,,
216013,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT CONTROLLER CABINET,GRN,1,5.0,5.0,,
216014,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT TYPE UA 24V 2A POWER,GRN,1,5.0,5.0,,
216015,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,ROBOT MAT MICRO SD CARD,GRN,1,6.0,6.0,,
216016,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,MAT ROBOT TYPE UA RED FLASH,GRN,1,5.0,5.0,,
216206,GOVERNMENT PRINTING WORKS - PRETORIA,NOTICE,GRN,1,1.0,1.0,,
216641,RHUONE PROJECTS AND PLANT HIRE,SUPPLY & INSTALL,GRN,1,3500.0,3500.0,,
216589,BATHO BAGAGWE IT CC,BROTHER,GRN,1,1.0,1.0,,
216641,DTTM TRADING AND PROJECTS (PTY) LTD,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,GAMES & PC SOUND CC,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,MALATSI A TSHEPO TRADING AND PROJECTS,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,MCRAPT TRADING ENTERPRISE (PTY) LTD,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,NOEMIA TRADING,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,NTEMI TRADING ENTERPRISE,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
216641,PONELO PELE CREATIVES,SUPPLY & INSTALL,GRN,1,1.0,1.0,,
214434,LISEBO HOLDING,CABLE 4 X 35 COPPER PVC L.T.,GRN,1,600.0,600.0,,
214388,TSIKAKU HOLDINGS,CABLE 2 X 16 COPPER PVC L.T.,GRN,1,2500.0,2500.0,,
221403,SENNES GENERAL TRADING,install shut off valve outside,GRN,1,1.0,1.0,,
211208,KETHUTHULA HOLDINGS (PTY) LTD,SUPPLY AND DELIVERY OF BITUMIN,GRN,1,18000.0,18000.0,,
211559,VARIEGATED PTY LTD,SLEEVES 16 MM,GRN,1,20000.0,20000.0,,
211591,INCREDIBLEWILL,SLEEVES 25 MM,GRN,1,2000.0,2000.0,,
211591,VARIEGATED PTY LTD,SLEEVES 25 MM,GRN,1,10000.0,10000.0,,
211600,LESEDI LA THEBE (PTY) LTD,PAINTING,GRN,1,1.0,1.0,,
211600,NOEMIA TRADING,PAINTING,GRN,1,1.0,1.0,,
211600,NOZIZWEBUSINESS SOLUTIONS,PAINTING,GRN,1,1.0,1.0,,
211600,RULAGANYANG TRADING ENTERPRISE,PAINTING,GRN,1,1.0,1.0,,
211710,BOKGABANE AFRICA PROJECTS,HEAVY DUTY BRASS ROLLERS,GRN,1,2.0,2.0,,
211740,NATIONAL BRAKE TESTING SERVICES PTY LTD,ROLLER,GRN,1,1.0,1.0,,
211862,BRILLIANT SAFES AND LOCKSMITHS CC,replace lock on safe,GRN,1,1.0,1.0,,
211928,GLOBAL SOLUTIONS GROUP,CHARGER BC 160,GRN,1,1.0,1.0,,
211928,TRUVELO MANUFACTURERS (PTY) LTD,CHARGER BC 160,GRN,1,1.0,1.0,,
211928,ULTRA SOLUTIONS,CHARGER BC 160,GRN,1,4.0,4.0,,
211931,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,STRAPPING REELS 20 MM,GRN,1,200.0,200.0,,
211931,VARIEGATED PTY LTD,STRAPPING REELS 20 MM,GRN,1,400.0,400.0,,
211982,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,STRAPPING SEAL BUCKELS,GRN,1,50.0,50.0,,
212068,MAFAESA TRADING ENTERPRISE,SWITCH PHOTO ELEC BC TYPE,GRN,1,1500.0,1500.0,,
212083,LA DINDO (PTY) LTD,SWITCHES15A DOUBLE WALL,GRN,1,120.0,120.0,,
212083,LOUIE K BUSINESS SOLUTIONS (PTY) LTD,SWITCHES15A DOUBLE WALL,GRN,1,125.0,125.0,,
211311,VARIEGATED PTY LTD,SLEEVES 120MM COPPER/185 ALLUM,GRN,1,3000.0,3000.0,,
211142,NKOPETSI FLEET,tlb 30hours,GRN,1,1.0,1.0,,
214388,N T K MINING SUPPLIERS,CABLE 2 X 16 COPPER PVC L.T.,GRN,1,1000.0,1000.0,,
211142,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,tlb 30hours,GRN,1,1.0,1.0,,
210322,PHAKAMANI TRADER,TAPE NR 23 24MMX9M 3M SCOTCH,GRN,1,200.0,200.0,,
210322,VARIEGATED PTY LTD,TAPE NR 23 24MMX9M 3M SCOTCH,GRN,1,500.0,500.0,,
210323,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,PUTTY SCOTCHFILL 3M,GRN,1,600.0,600.0,,
210323,PHAKAMANI TRADER,PUTTY SCOTCHFILL 3M,GRN,1,200.0,200.0,,
210323,VARIEGATED PTY LTD,PUTTY SCOTCHFILL 3M,GRN,1,500.0,500.0,,
210670,MAWEETA TRADING ENTERPRISE,branding,GRN,1,1.0,1.0,,
210670,NTEMI TRADING ENTERPRISE,branding,GRN,1,3.0,3.0,,
210670,RULAGANYANG TRADING ENTERPRISE,branding,GRN,1,1.0,1.0,,
210675,LANDIS AND GYR,CALIBRATION,GRN,1,1.0,1.0,,
210675,NATIONAL BRAKE TESTING SERVICES PTY LTD,CALIBRATION,GRN,1,1.0,1.0,,
210675,TRUVELO MANUFACTURERS (PTY) LTD,CALIBRATION,GRN,1,3.0,3.0,,
210713,TRUVELO MANUFACTURERS (PTY) LTD,CALIBRATION,GRN,1,1.0,1.0,,
210978,SHUBA MODUPI TRADING CC TA SMT,SLEEVES 35 MM,GRN,1,5000.0,5000.0,,
211028,INCREDIBLEWILL,SLEEVES SPLIT 50MM,GRN,1,1000.0,1000.0,,
211028,SHUBA MODUPI TRADING CC TA SMT,SLEEVES SPLIT 50MM,GRN,1,3000.0,3000.0,,
211079,INCREDIBLEWILL,SLEEVES 70 MM,GRN,1,1000.0,1000.0,,
211079,SHUBA MODUPI TRADING CC TA SMT,SLEEVES 70 MM,GRN,1,1500.0,1500.0,,
211117,INCREDIBLEWILL,SLEEVES 95 MM,GRN,1,800.0,800.0,,
211117,MALATSI A TSHEPO TRADING AND PROJECTS,SLEEVES 95 MM,GRN,1,3000.0,3000.0,,
212172,LEKGETHOS TRADING AND PROJECTS,TAPE LASSO 20 MM,GRN,1,2000.0,2000.0,,
212377,MAPHUTHU HOLDINGS,TERMINATION 50-95MM OUTDOOR,GRN,1,50.0,50.0,,
212384,VARIEGATED PTY LTD,TERMINATION KITS 16-35MMO/D,GRN,1,100.0,100.0,,
212385,MAPHUTHU HOLDINGS,TERMINATION 16-25MM INDOOR,GRN,1,50.0,50.0,,
213845,TORREN ENTERPRISE (PTY) LTD,WIRE PVC 10 MM_RED& BLACK,GRN,1,100.0,100.0,,
213984,@ OFFICE WORLD,SLIDING DOOR,GRN,1,1.0,1.0,,
213993,RA THE INVESTMENT (PTY) LTD,WIRE STEEL STAY 7/16,GRN,1,6000.0,6000.0,,
214012,DONGAS ENTERPRISE COOPERATION (PTY) LTD,SUPPLY;UNBLOCK & REPAIR DAMAGE,GRN,1,45.0,45.0,,
214132,MANTEBO INVESTMENTS (PTY) LTD,CABLE 3 X 35 COPPERPILC H.T.,GRN,1,600.0,600.0,,
214133,TSIKAKU HOLDINGS,CABLE 3X35 COPPER SWA 6.6KVPVC,GRN,1,600.0,600.0,,
214159,MRATOS 4664 CONSTRUCTION AND PROJECTS (PTY) LTD,CABLE 3 X 50 COPPER PILC H.T.,GRN,1,300.0,300.0,,
214159,TSIKAKU HOLDINGS,CABLE 3 X 50 COPPER PILC H.T.,GRN,1,600.0,600.0,,
214167,MRATOS 4664 CONSTRUCTION AND PROJECTS (PTY) LTD,CABLE 3 X 70 COPPER PILC H.t.,GRN,1,120.0,120.0,,
214167,TSIKAKU HOLDINGS,CABLE 3 X 70 COPPER PILC H.t.,GRN,1,900.0,900.0,,
214204,LESHAKA CONSTRUCTION,CABLE 3X95 PILC HT COPPER,GRN,1,300.0,300.0,,
214204,NUCON PLUMBING WHOLESALERS CC,CABLE 3X95 PILC HT COPPER,GRN,1,300.0,300.0,,
214227,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,MULTIPLUG 11W SW & ILL,GRN,1,3.0,3.0,,
214264,MALATSI A TSHEPO TRADING AND PROJECTS,CABLE 3 X 120 COPPER PILC H.T.,GRN,1,900.0,900.0,,
214299,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CABLE 4 X 95 COPPER PVC L.T.,GRN,1,1200.0,1200.0,,
214302,TSIKAKU HOLDINGS,CABLE 240X3 CORE,GRN,1,600.0,600.0,,
214337,N T K MINING SUPPLIERS,CABLE 2 X 4 COPPER L.T.,GRN,1,2000.0,2000.0,,
214345,N T K MINING SUPPLIERS,CABLE 3 X 4 COPPER L.T.,GRN,1,1500.0,1500.0,,
214353,N T K MINING SUPPLIERS,CABLE 4 X 4 COPPER PVC L.T.,GRN,1,2000.0,2000.0,,
213845,SETUMILE ADAM (PTY) LTD,WIRE PVC 10 MM_RED& BLACK,GRN,1,34.0,34.0,,
213768,BATHO BAGAGWE IT CC,ram,GRN,1,3.0,3.0,,
213748,TORREN ENTERPRISE (PTY) LTD,WIRE PVC 4 MM,GRN,1,100.0,100.0,,
212741,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,TRANSFORMER 50 KVA,GRN,1,2.0,2.0,,
212393,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,TERMINATION 35-70MM INDOOR,GRN,1,1.0,1.0,,
212393,TDS SISANDA,TERMINATION 35-70MM INDOOR,GRN,1,100.0,100.0,,
212393,VARIEGATED PTY LTD,TERMINATION 35-70MM INDOOR,GRN,1,100.0,100.0,,
212407,MAPHUTHU HOLDINGS,TERMINATIONS  95-240 MM_INDOOR,GRN,1,50.0,50.0,,
212407,VARIEGATED PTY LTD,TERMINATIONS  95-240 MM_INDOOR,GRN,1,100.0,100.0,,
212408,MAPHUTHU HOLDINGS,TERMINATION KITS 95-120mmO/D,GRN,1,50.0,50.0,,
212687,LEKGETHOS TRADING AND PROJECTS,TAPE COLOURED,GRN,1,6000.0,6000.0,,
212733,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,TRANSFORMER 500 KVA,GRN,1,1.0,1.0,,
212792,E.K. CONSTRUCTION AND ALL GENERAL TRADING,TRANSFORMERS 100 KVA,GRN,1,2.0,2.0,,
213748,SETUMILE ADAM (PTY) LTD,WIRE PVC 4 MM,GRN,1,36.0,36.0,,
212792,TSIKAKU HOLDINGS,TRANSFORMERS 100 KVA,GRN,1,2.0,2.0,,
212822,RATANANG SUPPLIERS AND PROJECTS CC,TRANSFORMERS 315 KVA,GRN,1,2.0,2.0,,
212857,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,TRANSFORMER 200 KVA,GRN,1,1.0,1.0,,
212857,REABETSWE BOPHELO TRADING ENTERPRISE,TRANSFORMER 200 KVA,GRN,1,1.0,1.0,,
213181,CANOPY LAND_KLERKSDORP CC,TRAVELLING,GRN,1,250.0,250.0,,
213691,ALDPREC (PTY)LTD,WIRE PVC 1.5 MM(RED & BLACK),GRN,1,60.0,60.0,,
213691,SETUMILE ADAM (PTY) LTD,WIRE PVC 1.5 MM(RED & BLACK),GRN,1,60.0,60.0,,
213691,TORREN ENTERPRISE (PTY) LTD,WIRE PVC 1.5 MM(RED & BLACK),GRN,1,300.0,300.0,,
221403,GLANLICIOUS TRADING ENTERPRISE,install shut off valve outside,GRN,1,1.0,1.0,,
221419,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,JOINTS,GRN,1,1.0,1.0,,
182459,WE2 SONKE TRADING (PTY) LTD,REFLECTIVE TAPE 50MM SEW-ON,GRN,1,2.0,2.0,,
237957,OLEORA SUPPLY AND PROJECTS (PTY) LTD,UPVC  TO A/C ADAPTORS 200 - 8,GRN,1,50.0,50.0,,
237958,OLEORA SUPPLY AND PROJECTS (PTY) LTD,250mm ADAPTORS UPVC A/C,GRN,1,20.0,20.0,,
238319,LEXISNEXIS BUTTERWORTHS (PTY) LTD,ROAD  TRAFFIC /TRANSPORT ACT i,GRN,1,1.0,1.0,,
238522,WALTONS (PTY) LTD,FLASH DRIVE 8GB,GRN,1,10.0,10.0,,
239244,NL SUPPLIERS AND PROJECTS,GRASS CUTTING AND MAINTENANCE,GRN,1,1.0,1.0,,
239248,KLERKSDORP RECORD,NOTICE 109 LENTSWE,GRN,1,1.0,1.0,,
239483,DRAWING & OFFICE EQUIPMENT,POST IT NOTES NEON COLOURS,GRN,1,1.0,1.0,,
239708,FANISWA TRADING AND ENTERPRISE (PTY) LTD,DULUX,GRN,1,4.0,4.0,,
240203,PAT'S SCOOTER WORLD,SPIRIT,GRN,1,2.0,2.0,,
240264,THANDANAZI PROJECTS,HIRING EXCAVATOR AND TRACTOR,GRN,1,160.0,160.0,,
240335,RICKI DESIGNER CONSULTANTS,EQUIP BOREHOLE,GRN,1,1.0,1.0,,
240335,WESTERN BAZAARS (PTY) LTD,EQUIP BOREHOLE,GRN,1,2.0,2.0,,
240425,AMOZA AND HLEHLE PTY LTD,SUPLY,GRN,1,1.0,1.0,,
240443,CALDAH TRADING ENTERPRISE (PTY) LTD,BENDS GALV 25 MM,GRN,1,960.0,960.0,,
240532,CALDAH TRADING ENTERPRISE (PTY) LTD,BENDS GALV 38 MM,GRN,1,320.0,320.0,,
240572,MERCYCON CONSTRUCTION AND PROJECTS CC,PROTECTIVE GLOVES,GRN,1,1.0,1.0,,
240924,ZAMNTE CONSTRUCTION,CRICKET,GRN,1,1.0,1.0,,
241024,CALDAH TRADING ENTERPRISE (PTY) LTD,BUSHES GALV 20 X 15 MM,GRN,1,600.0,600.0,,
241075,CALDAH TRADING ENTERPRISE (PTY) LTD,BUSHES GALV 25 X 20 MM,GRN,1,1600.0,1600.0,,
241095,CALDAH TRADING ENTERPRISE (PTY) LTD,RED BUSHES 32X20,GRN,1,200.0,200.0,,
237958,HENOWS PROJECTS (PTY) LTD,250mm ADAPTORS UPVC A/C,GRN,1,2.0,2.0,,
237957,HENOWS PROJECTS (PTY) LTD,UPVC  TO A/C ADAPTORS 200 - 8,GRN,1,20.0,20.0,,
237477,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,110MM UPV PIPES CLASS 9,GRN,1,50.0,50.0,,
237711,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,Double flanged gate valve 50mm,GRN,1,50.0,50.0,,
237477,KAONE DEVELOPMENTS,110MM UPV PIPES CLASS 9,GRN,1,150.0,150.0,,
237574,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,160MM UPVC PIPES CLASS 9,GRN,1,50.0,50.0,,
237698,RATANANG SUPPLIERS AND PROJECTS CC,200MM C/I VALVES SOCKETED,GRN,1,30.0,30.0,,
237699,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,cast iron gate valve 250mm,GRN,1,10.0,10.0,,
237700,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,CAST IRON GATE VALVE 315mm,GRN,1,4.0,4.0,,
237701,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,200MM UPVC PIPES CLASS 9,GRN,1,20.0,20.0,,
237701,HENOWS PROJECTS (PTY) LTD,200MM UPVC PIPES CLASS 9,GRN,1,6.0,6.0,,
237702,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,250mm class9 pipe,GRN,1,10.0,10.0,,
237702,HENOWS PROJECTS (PTY) LTD,250mm class9 pipe,GRN,1,15.0,15.0,,
237702,OLEORA SUPPLY AND PROJECTS (PTY) LTD,250mm class9 pipe,GRN,1,20.0,20.0,,
237703,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,315mm class9 pipes,GRN,1,5.0,5.0,,
237703,HENOWS PROJECTS (PTY) LTD,315mm class9 pipes,GRN,1,14.0,14.0,,
237704,HENOWS PROJECTS (PTY) LTD,UPVC PIPE CLASS9 400MM,GRN,1,1.0,1.0,,
237704,OLEORA SUPPLY AND PROJECTS (PTY) LTD,UPVC PIPE CLASS9 400MM,GRN,1,1.0,1.0,,
237706,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,Doubleflanged gate valve 200mm,GRN,1,4.0,4.0,,
237707,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,double flanged gate valve160mm,GRN,1,50.0,50.0,,
237708,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,dOUBLE FLANGED GATE VALVE 250m,GRN,1,4.0,4.0,,
237709,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,DOUBLE FLANGED GATE VALVE 315m,GRN,1,2.0,2.0,,
237710,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,Double flanged gate valve 90mm,GRN,1,10.0,10.0,,
241096,CALDAH TRADING ENTERPRISE (PTY) LTD,REDUCING SOCKET 25X32,GRN,1,200.0,200.0,,
241113,CALDAH TRADING ENTERPRISE (PTY) LTD,BUSHES GALV 40 X 20 MM,GRN,1,540.0,540.0,,
241164,CALDAH TRADING ENTERPRISE (PTY) LTD,BUSHES GALV 50 X 20 MM,GRN,1,288.0,288.0,,
241210,SENNES GENERAL TRADING,MOBILE BB 50MM GREY,GRN,1,10.0,10.0,,
242438,OLEORA SUPPLY AND PROJECTS (PTY) LTD,CLAMPS 100MM CR1-0480-08 C/A P,GRN,1,400.0,400.0,,
242440,OLEORA SUPPLY AND PROJECTS (PTY) LTD,REPAIR FULL CLAMPS 95-104MM,GRN,1,200.0,200.0,,
242442,OLEORA SUPPLY AND PROJECTS (PTY) LTD,CLAMPS 225MM(248-257MM),GRN,1,20.0,20.0,,
242443,HENOWS PROJECTS (PTY) LTD,CLAMPS(250) 271-281MM,GRN,1,50.0,50.0,,
242444,HENOWS PROJECTS (PTY) LTD,CLAMPS(250) 281-290MM,GRN,1,50.0,50.0,,
